"Terms","Docs","Freq","post.link","author.id","author.name","author.link","post.dt","categories","locations","comments.num","role","location","Prov","Regione","Latitudine.Prov","Longitudine.Prov"
"anime e sangue","43812",1,"https://www.gdrplayers.it/cercasi-giocatori-e-master-per-sessioni-su-anime-e-sangue","brushgather","brushgather","https://www.gdrplayers.it/author/brushgather/",2015-01-20 09:28:29,"Ricerca giocatori",NA,23,"Game Master",NA,NA,NA,NA,NA
"sine requie","34099",1,"https://www.gdrplayers.it/cercasi-giocatori-e-master-per-sine-requie-skype","markmaser","MarkMaser","https://www.gdrplayers.it/author/markmaser/",2014-02-12 14:19:26,"Ricerca giocatori",NA,2,"Game Master",NA,NA,NA,NA,NA
"eclipse phase","60506",1,"https://www.gdrplayers.it/cercasi-giocatori-eclipse-phase-zona-monza-milano","franco_tagliabue","Franco_Tagliabue","https://www.gdrplayers.it/author/franco_tagliabue/",2016-12-24 07:56:18,"Ricerca giocatori","Milano, Monza e Brianza",0,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"fate","60506",1,"https://www.gdrplayers.it/cercasi-giocatori-eclipse-phase-zona-monza-milano","franco_tagliabue","Franco_Tagliabue","https://www.gdrplayers.it/author/franco_tagliabue/",2016-12-24 07:56:18,"Ricerca giocatori","Milano, Monza e Brianza",0,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"fate core","60506",1,"https://www.gdrplayers.it/cercasi-giocatori-eclipse-phase-zona-monza-milano","franco_tagliabue","Franco_Tagliabue","https://www.gdrplayers.it/author/franco_tagliabue/",2016-12-24 07:56:18,"Ricerca giocatori","Milano, Monza e Brianza",0,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","50139",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master-dd-3-5","marco-80","Marco-80","https://www.gdrplayers.it/author/marco-80/",2015-11-04 09:05:24,"Ricerca giocatori","Pisa",18,"Game Master","Pisa","PI","Toscana","43,7141700000","10,4002800000"
"d&d","36833",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master-pathfinder-trieste","dev","Dev","https://www.gdrplayers.it/author/dev/",2014-05-10 12:11:24,"Ricerca giocatori","Trieste",6,"Game Master","Trieste","TS","Friuli-Venezia Giulia","45,6494400000","13,7722200000"
"pathfinder","36833",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master-pathfinder-trieste","dev","Dev","https://www.gdrplayers.it/author/dev/",2014-05-10 12:11:24,"Ricerca giocatori","Trieste",6,"Game Master","Trieste","TS","Friuli-Venezia Giulia","45,6494400000","13,7722200000"
"d&d","66528",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master-torino","edd_paz","Edd_Paz","https://www.gdrplayers.it/author/edd_paz/",2017-06-10 12:00:17,"Ricerca giocatori","Torino",0,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"pathfinder","66528",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master-torino","edd_paz","Edd_Paz","https://www.gdrplayers.it/author/edd_paz/",2017-06-10 12:00:17,"Ricerca giocatori","Torino",0,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"pathfinder","70411",1,"https://www.gdrplayers.it/cercasi-giocatori-eo-master","hartman19","Hartman19","https://www.gdrplayers.it/author/hartman19/",2017-09-29 18:00:45,"Ricerca giocatori","Bergamo, Brescia",1,"Game Master","Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"vampire the masquerade","47712",1,"https://www.gdrplayers.it/cercasi-giocatori-esperti-torino","khondar-starhammer","Khondar StarHammer","https://www.gdrplayers.it/author/khondar-starhammer/",2015-07-10 12:54:17,"Ricerca giocatori","Torino",7,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"dark heresy","50221",1,"https://www.gdrplayers.it/cercasi-giocatori-firenze-2","initias","Initias","https://www.gdrplayers.it/author/initias/",2015-11-07 19:35:45,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"sine requie","11050",1,"https://www.gdrplayers.it/cercasi-giocatori-firenze","pampurio","Pampurio","https://www.gdrplayers.it/author/pampurio/",2011-12-19 09:14:28,"Ricerca giocatori","Firenze",2,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"7th sea","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"7th sea","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","71057",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-3","user","User","https://www.gdrplayers.it/author/user/",2017-10-12 10:00:37,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"pathfinder","71057",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-3","user","User","https://www.gdrplayers.it/author/user/",2017-10-12 10:00:37,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"7th sea","71272",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"call of cthulhu","71272",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","71272",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","71272",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"7th sea","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"7th sea","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"call of cthulhu","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"call of cthulhu","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-2","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-10 20:00:13,"Ricerca giocatori","Forlì-Cesena",3,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","70921",1,"https://www.gdrplayers.it/cercasi-giocatori-forli-4","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-18 08:00:16,"Ricerca giocatori","Forlì-Cesena",0,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"7th sea","70538",1,"https://www.gdrplayers.it/cercasi-giocatori-forli","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-02 08:00:18,"Ricerca giocatori","Forlì-Cesena",4,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"d&d","70538",1,"https://www.gdrplayers.it/cercasi-giocatori-forli","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-02 08:00:18,"Ricerca giocatori","Forlì-Cesena",4,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"sine requie","70538",1,"https://www.gdrplayers.it/cercasi-giocatori-forli","felidius","Felidius","https://www.gdrplayers.it/author/felidius/",2017-10-02 08:00:18,"Ricerca giocatori","Forlì-Cesena",4,"Game Master","Forlì-Cesena",NA,NA,NA,NA
"pathfinder","77386",1,"https://www.gdrplayers.it/cercasi-giocatori-formazione-gruppo-pathfinder","mau","Mau","https://www.gdrplayers.it/author/mau/",2018-02-26 08:00:42,"Ricerca giocatori","Savona",1,"Game Master","Savona","SV","Liguria","44,3080600000","8,4827800000"
"d&d","36279",1,"https://www.gdrplayers.it/cercasi-giocatori-game-master-zona-trieste","yngwe","yngwe","https://www.gdrplayers.it/author/yngwe/",2014-04-27 10:17:04,"Ricerca giocatori","Trieste",4,"Game Master","Trieste","TS","Friuli-Venezia Giulia","45,6494400000","13,7722200000"
"d&d","23857",1,"https://www.gdrplayers.it/cercasi-giocatori-garda-salo-rezzato","nuzzifra","nuzzifra","https://www.gdrplayers.it/author/nuzzifra/",2013-04-30 09:09:05,"Ricerca giocatori","Brescia",3,"Game Master","Brescia","BS","Lombardia","45,5408300000","10,2205600000"
"d&d","67417",1,"https://www.gdrplayers.it/cercasi-giocatori-garlasco","shalvryn","Shalvryn","https://www.gdrplayers.it/author/shalvryn/",2017-07-10 18:00:28,"Ricerca giocatori","Pavia",0,"Game Master","Pavia","PV","Lombardia","45,1869400000","9,1547200000"
"call of cthulhu","72086",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-alternativi-dd","ilpreparatori","Ilpreparatori","https://www.gdrplayers.it/author/ilpreparatori/",2017-11-04 16:00:37,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"d&d","72086",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-alternativi-dd","ilpreparatori","Ilpreparatori","https://www.gdrplayers.it/author/ilpreparatori/",2017-11-04 16:00:37,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"call of cthulhu","66138",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-autoprodotto-modenamaranello","giacomo-c","Giacomo C","https://www.gdrplayers.it/author/giacomo-c/",2017-05-30 18:00:42,"Ricerca giocatori","Modena, Reggio Emilia",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"men in black","66138",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-autoprodotto-modenamaranello","giacomo-c","Giacomo C","https://www.gdrplayers.it/author/giacomo-c/",2017-05-30 18:00:42,"Ricerca giocatori","Modena, Reggio Emilia",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"vampire the masquerade","66138",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-autoprodotto-modenamaranello","giacomo-c","Giacomo C","https://www.gdrplayers.it/author/giacomo-c/",2017-05-30 18:00:42,"Ricerca giocatori","Modena, Reggio Emilia",0,"Game Master","Modena","MO","Emilia-Romagna","44,6480600000","10,9247200000"
"sine requie","48996",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-campagna-sine-requie-zona-bassa-bresciana","la-torre-d-avorio","La Torre d'Avorio","https://www.gdrplayers.it/author/la-torre-d-avorio/",2015-09-14 17:02:00,"Ricerca giocatori","Brescia",0,"Game Master","Brescia","BS","Lombardia","45,5408300000","10,2205600000"
"dark heresy","1276",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-in-provincia-di-verbania","labottegamagica","Accoliti del Drago VB","https://www.gdrplayers.it/author/labottegamagica/",2010-05-07 15:28:50,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"warhammer","1276",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-in-provincia-di-verbania","labottegamagica","Accoliti del Drago VB","https://www.gdrplayers.it/author/labottegamagica/",2010-05-07 15:28:50,"Ricerca giocatori",NA,0,"Game Master",NA,NA,NA,NA,NA
"d&d","44209",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-lunico-anello-o-dd-prato","fortunello89","fortunello89","https://www.gdrplayers.it/author/fortunello89/",2015-02-01 12:03:40,"Ricerca giocatori","Firenze, Pistoia, Prato",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"one ring","44209",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-lunico-anello-o-dd-prato","fortunello89","fortunello89","https://www.gdrplayers.it/author/fortunello89/",2015-02-01 12:03:40,"Ricerca giocatori","Firenze, Pistoia, Prato",1,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","55120",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-old-school-non-solo","thebard","TheBard","https://www.gdrplayers.it/author/thebard/",2016-07-08 18:00:24,"Ricerca giocatori","Vicenza",7,"Game Master","Vicenza","VI","Veneto","45,5497200000","11,5486100000"
"numenera","55120",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-old-school-non-solo","thebard","TheBard","https://www.gdrplayers.it/author/thebard/",2016-07-08 18:00:24,"Ricerca giocatori","Vicenza",7,"Game Master","Vicenza","VI","Veneto","45,5497200000","11,5486100000"
"traveller","55120",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-old-school-non-solo","thebard","TheBard","https://www.gdrplayers.it/author/thebard/",2016-07-08 18:00:24,"Ricerca giocatori","Vicenza",7,"Game Master","Vicenza","VI","Veneto","45,5497200000","11,5486100000"
"warhammer","47603",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-warhammer-fantasy-rpg-roll-20-partita-notturna","stefano-b","Stefano.B","https://www.gdrplayers.it/author/stefano-b/",2015-07-09 12:53:26,"Ricerca giocatori",NA,1,"Game Master",NA,NA,NA,NA,NA
"d&d","50959",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-x-sardegna-sassari","lorenzosassari","lorenzosassari","https://www.gdrplayers.it/author/lorenzosassari/",2015-12-15 14:02:00,"Ricerca giocatori","Sassari",5,"Game Master","Sassari","SS","Sardegna","40,7291700000","8,5605600000"
"pathfinder","50959",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-x-sardegna-sassari","lorenzosassari","lorenzosassari","https://www.gdrplayers.it/author/lorenzosassari/",2015-12-15 14:02:00,"Ricerca giocatori","Sassari",5,"Game Master","Sassari","SS","Sardegna","40,7291700000","8,5605600000"
"warhammer","50959",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-x-sardegna-sassari","lorenzosassari","lorenzosassari","https://www.gdrplayers.it/author/lorenzosassari/",2015-12-15 14:02:00,"Ricerca giocatori","Sassari",5,"Game Master","Sassari","SS","Sardegna","40,7291700000","8,5605600000"
"d&d","41084",1,"https://www.gdrplayers.it/cercasi-giocatori-gdr-zona-valdarno","findus","findus","https://www.gdrplayers.it/author/findus/",2014-10-19 18:09:16,"Ricerca giocatori","Arezzo",7,"Game Master","Arezzo","AR","Toscana","43,4683300000","11,8838900000"
"call of cthulhu","48928",1,"https://www.gdrplayers.it/cercasi-giocatori-ge","bonfa92","Bonfa92","https://www.gdrplayers.it/author/bonfa92/",2015-09-11 09:03:40,"Ricerca giocatori","Genova",1,"Game Master","Genova","GE","Liguria","44,4047200000","8,9355600000"
"d&d","48928",1,"https://www.gdrplayers.it/cercasi-giocatori-ge","bonfa92","Bonfa92","https://www.gdrplayers.it/author/bonfa92/",2015-09-11 09:03:40,"Ricerca giocatori","Genova",1,"Game Master","Genova","GE","Liguria","44,4047200000","8,9355600000"
"pathfinder","48928",1,"https://www.gdrplayers.it/cercasi-giocatori-ge","bonfa92","Bonfa92","https://www.gdrplayers.it/author/bonfa92/",2015-09-11 09:03:40,"Ricerca giocatori","Genova",1,"Game Master","Genova","GE","Liguria","44,4047200000","8,9355600000"
"d&d","75611",1,"https://www.gdrplayers.it/cercasi-giocatori-giocatrici-dd-3-5-pathfinder-torino","smaug","Smaug","https://www.gdrplayers.it/author/smaug/",2018-01-22 12:00:01,"Ricerca giocatori","Torino",9,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"pathfinder","75611",1,"https://www.gdrplayers.it/cercasi-giocatori-giocatrici-dd-3-5-pathfinder-torino","smaug","Smaug","https://www.gdrplayers.it/author/smaug/",2018-01-22 12:00:01,"Ricerca giocatori","Torino",9,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"pathfinder","77146",1,"https://www.gdrplayers.it/cercasi-giocatori-giocatrici-pathfinder-zona-comune-fiumicino-ostia-dintorni","azshalther","Azshalther","https://www.gdrplayers.it/author/azshalther/",2018-02-20 08:00:09,"Ricerca giocatori","Roma",2,"Game Master","Roma","RM","Lazio","41,9075000000","12,4900000000"
"dark heresy","66154",1,"https://www.gdrplayers.it/cercasi-giocatori-giochi-tavolo-carte-for-fun","mentat","Mentat","https://www.gdrplayers.it/author/mentat/",2017-05-31 14:00:22,"Ricerca giocatori","Torino",9,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"mythic","66154",1,"https://www.gdrplayers.it/cercasi-giocatori-giochi-tavolo-carte-for-fun","mentat","Mentat","https://www.gdrplayers.it/author/mentat/",2017-05-31 14:00:22,"Ricerca giocatori","Torino",9,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"warhammer","66154",1,"https://www.gdrplayers.it/cercasi-giocatori-giochi-tavolo-carte-for-fun","mentat","Mentat","https://www.gdrplayers.it/author/mentat/",2017-05-31 14:00:22,"Ricerca giocatori","Torino",9,"Game Master","Torino","TO","Piemonte","45,0661100000","7,6822200000"
"call of cthulhu","51106",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-avviato","bran225","Bran225","https://www.gdrplayers.it/author/bran225/",2015-12-25 20:00:13,"Ricerca giocatori","Milano, Varese",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"d&d","51106",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-avviato","bran225","Bran225","https://www.gdrplayers.it/author/bran225/",2015-12-25 20:00:13,"Ricerca giocatori","Milano, Varese",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"world of darkness","51106",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-avviato","bran225","Bran225","https://www.gdrplayers.it/author/bran225/",2015-12-25 20:00:13,"Ricerca giocatori","Milano, Varese",3,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"ad&d","6253",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-como","endar1979","Endar1979","https://www.gdrplayers.it/author/endar1979/",2011-04-28 18:11:38,"Ricerca giocatori","Como",3,"Game Master","Como","CO","Lombardia","45,8069400000","9,0880600000"
"d&d","54891",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-dd-5th-edition","sandro","Sandro","https://www.gdrplayers.it/author/sandro/",2016-06-30 08:24:39,"Ricerca giocatori","Bergamo, Como, Lecco, Milano, Monza e Brianza, Varese",5,"Game Master","Bergamo","BG","Lombardia","45,7002800000","9,6688900000"
"d&d","76844",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-dd-firenze","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2018-02-10 20:00:09,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"msg","76844",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-dd-firenze","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2018-02-10 20:00:09,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"pathfinder","76844",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-dd-firenze","rulah87","Rulah87","https://www.gdrplayers.it/author/rulah87/",2018-02-10 20:00:09,"Ricerca giocatori","Firenze",0,"Game Master","Firenze","FI","Toscana","43,7744400000","11,2580600000"
"d&d","72699",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-dd-milano","morrismo","morrismo","https://www.gdrplayers.it/author/morrismo/",2017-11-15 16:00:18,"Ricerca giocatori","Milano",10,"Game Master","Milano","MI","Lombardia","45,4658300000","9,1900000000"
"heroquest","73020",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-gioco-monza-brianza","xalex80","Xalex80","https://www.gdrplayers.it/author/xalex80/",2017-11-22 10:00:43,"Ricerca giocatori","Monza e Brianza",3,"Game Master","Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"star wars","73020",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-gioco-monza-brianza","xalex80","Xalex80","https://www.gdrplayers.it/author/xalex80/",2017-11-22 10:00:43,"Ricerca giocatori","Monza e Brianza",3,"Game Master","Monza e Brianza","MB","Lombardia","45,6360300000","9,2783700000"
"7th sea","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"black crusade","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"call of cthulhu","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"d&d","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"dark heresy","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"deathwatch","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"hunter","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"mutants & masterminds","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"numenera","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"only war","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"pathfinder","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"rogue trader","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"vampire the masquerade","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"vampire the requiem","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"warhammer","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"werewolf","58629",1,"https://www.gdrplayers.it/cercasi-giocatori-gruppo-online-vari-giochi-ruolo","emailo","Emilio","https://www.gdrplayers.it/author/emailo/",2016-10-25 19:48:54,"Ricerca giocatori",NA,5,"Game Master",NA,NA,NA,NA,NA
"gurps","29959",1,"https://www.gdrplayers.it/cercasi-giocatori-gurps-terni-viterbo","fanboy-stranger","nessuno","https://www.gdrplayers.it/author/fanboy-stranger/",2013-10-16 12:42:32,"Ricerca giocatori","Terni, Viterbo",10,"Game Master","Terni","TR","Umbria","42,5661100000","12,6494400000"
"zero","29959",1,"https://www.gdrplayers.it/cercasi-giocatori-gurps-terni-viterbo","fanboy-stranger","nessuno","https://www.gdrplayers.it/author/fanboy-stranger/",2013-10-16 12:42:32,"Ricerca giocatori","Terni, Viterbo",10,"Game Master","Terni","TR","Umbria","42,5661100000","12,6494400000"
