"id","title","authors","book.type","genres","settings","system","awards","edition","year","editions.num","rating","rank","url","img.url","title.abbreviated","main.genre","sub.genre"
16223,"War Rage",NA,"Core Rules","War","Modern","Rage","","Nerd Rage Games",2010,NA,NA,1875,"https://index.rpg.net/display-entry.phtml?mainid=16223","https://www.rpg.net/pictures/cache/picthumb19754-medium.jpg","war rage","War","War"
16232,"Chronicles of the Four Dragons","Michael Wolf","Core Rules","Fantasy / Oriental","Dragon Empire","Chronicles of the Four Dragons","","Self-published",2009,NA,NA,1961,"https://index.rpg.net/display-entry.phtml?mainid=16232","https://www.rpg.net/pictures/cache/picthumb19766-medium.jpg","chronicles of the four dragons","Fantasy","Oriental"
16234,"Gears","Michael Wolf","Core Rules","Generic","Generic","Gears 0.5","","Self-published",2010,NA,NA,2026,"https://index.rpg.net/display-entry.phtml?mainid=16234","https://www.rpg.net/pictures/cache/picthumb19768-medium.jpg","gears","Generic","Generic"
16235,"Thrilling Noir Stories","Michael Garcia, Michael Wolf","Core Rules","Noir","1940s","Thrilling Noir Stories 0.3","","Quick & Dirty Games",2009,NA,NA,2014,"https://index.rpg.net/display-entry.phtml?mainid=16235","https://www.rpg.net/pictures/cache/picthumb19769-medium.jpg","thrilling noir stories","Noir","Noir"
16237,"Capes, Cowls and Villains Foul Quickstart","Barak Blackburn","Core Rules","Super Hero","Generic","Capes, Cowls and Villains Foul","","Spectrum Games",2010,NA,NA,1754,"https://index.rpg.net/display-entry.phtml?mainid=16237","https://www.rpg.net/pictures/cache/picthumb19773-medium.jpg","capes, cowls and villains foul","Super Hero","Super Hero"
16238,"Wild West Cinema","Dave Bezio","Core Rules","Western","Wild West","Wild West Cinema","","Spectrum Games",2010,NA,NA,1926,"https://index.rpg.net/display-entry.phtml?mainid=16238","https://www.rpg.net/pictures/cache/picthumb19774-medium.jpg","wild west cinema","Western","Western"
16243,"Cartoon Action Hour: Season 2 Playset","Cynthia Celeste Miller","Core Rules","Cartoon","1980s","Cartoon Action Hour 2","","Spectrum Games",2008,NA,NA,1926,"https://index.rpg.net/display-entry.phtml?mainid=16243","https://www.rpg.net/pictures/cache/picthumb19780-medium.jpg","cartoon action hour season 2 playset","Cartoon","Cartoon"
1628,"Out of the Shadows","Dave Morris","Core Rules","Fantasy","Legend","Dragon Warriors 0","","Corgi Books, UK",1986,NA,5.21,1066,"https://index.rpg.net/display-entry.phtml?mainid=1628","https://www.rpg.net/pictures/cache/picthumb10659-medium.jpg","out of the shadows","Fantasy","Fantasy"
1629,"The Power of Darkness","Oliver Johnson","Core Rules","Fantasy","Legend","Dragon Warriors 0","","Corgi Books, UK",1986,NA,5.05,1264,"https://index.rpg.net/display-entry.phtml?mainid=1629","https://www.rpg.net/pictures/cache/picthumb10660-medium.jpg","power of darkness","Fantasy","Fantasy"
163,"The Extraordinary Adventures of Baron Munchausen","Michael Cule, Baron Munchausen, Derek Pearcy, James Wallis","Core Rules","Fantasy / Historical","18th century Europe",NA,"ENnie, Origins Awards, ENnie, ENnie",NA,NA,3,7.25,55,"https://index.rpg.net/display-entry.phtml?mainid=163","https://www.rpg.net/pictures/cache/picthumb13096-medium.jpg","baron munchausen","Fantasy","Historical"
16321,"Director's Cut Survival Horror","Amy S. Claxton, David F. Claxton III","Core Rules","Horror","Generic","Survival System","","Crispy Zombie Productions",2010,NA,NA,1711,"https://index.rpg.net/display-entry.phtml?mainid=16321","https://www.rpg.net/pictures/cache/picthumb19865-medium.jpg","director's cut survival horror","Horror","Horror"
16324,"Tome of Adventure","Daniel Locat Clark, Michael Hurley, Jay Little, Tim Uren","Core Rules","Fantasy","Warhammer","Warhammer Fantasy Roleplay 3","","Fantasy Flight Games",2009,NA,NA,1500,"https://index.rpg.net/display-entry.phtml?mainid=16324","https://www.rpg.net/pictures/cache/picthumb19873-medium.jpg","tome of adventure","Fantasy","Fantasy"
16332,"Trucker","Tim Bryant, Deems Morrione","Core Rules","Fantasy / Modern","Modern","Trucker","","Four Color Adventure",2010,NA,NA,2023,"https://index.rpg.net/display-entry.phtml?mainid=16332","https://www.rpg.net/pictures/cache/picthumb19880-medium.jpg","trucker","Fantasy","Modern"
16359,"Blood & Honor","John Wick","Core Rules","Fantasy / Oriental","Mythic Japan","Houses of the Blooded 0","","John Wick Presents",2010,NA,5,1311,"https://index.rpg.net/display-entry.phtml?mainid=16359","https://www.rpg.net/pictures/cache/picthumb19921-medium.jpg","blood & honor","Fantasy","Oriental"
16360,"Mini Six: Bare Bones Edition","Phil Morris, Ray Nolan","Core Rules","Generic","Generic","Mini Six","","Mini Six: Bare Bones Edition",NA,NA,5.87,536,"https://index.rpg.net/display-entry.phtml?mainid=16360","https://www.rpg.net/pictures/cache/picthumb19926-medium.jpg","mini six","Generic","Generic"
1637,"Ravenloft Dungeon Master's Guide","Brian Campbell, Carla Hollar, Rucht Lilavivat, John W. Mangrum, Anthony Pryor, Peter Woodworth, Andrew Wyatt","Core Rules","Fantasy / Horror","Ravenloft","Dungeons & Dragons 3.5","","White Wolf Publishing: Sword & Sorcery",2003,NA,5.27,992,"https://index.rpg.net/display-entry.phtml?mainid=1637","https://www.rpg.net/pictures/cache/picthumb2579-medium.jpg","ravenloft","Fantasy","Horror"
16373,"D&D Gamma World","Richard Baker, Bruce R. Cordell","Core Rules","Post-Apocalypse","Gamma World","Dungeons & Dragons 4","MTV Geek, ENnie, ENnie, Golden Geek RPG, Golden Geek RPG","Wizards of the Coast",2010,NA,6.02,428,"https://index.rpg.net/display-entry.phtml?mainid=16373","https://www.rpg.net/pictures/cache/picthumb19947-medium.jpg","d d gamma world","Post-Apocalypse","Post-Apocalypse"
16378,"A Time of War: The BattleTech RPG",NA,"Core Rules","Science Fiction / Military","31st century",NA,"",NA,NA,2,5.16,1114,"https://index.rpg.net/display-entry.phtml?mainid=16378","https://www.rpg.net/pictures/cache/picthumb19961-medium.jpg","battletech","Science Fiction","Military"
16379,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,4.81,NA,"https://index.rpg.net/display-entry.phtml?mainid=16379",NA,"twilight imperium",NA,NA
164,"WWE: Know Your Role","Ric Connely, Marcelo Figueroa, Tony Lee, Christopher McGlothlin, Cynthia Celeste Miller, Eddy Webb","Core Rules","Pulp / Wrestling","Modern","Know Your Role","Outie","Comic Images",2005,NA,5.76,621,"https://index.rpg.net/display-entry.phtml?mainid=164","https://www.rpg.net/pictures/cache/picthumb137-medium.jpg","wwe: know your role","Pulp","Wrestling"
16400,"Skulduggery","Robin D. Laws","Core Rules","Generic","Generic","Skulduggery","","Pelgrane Press",2010,NA,NA,1745,"https://index.rpg.net/display-entry.phtml?mainid=16400","https://www.rpg.net/pictures/cache/picthumb19979-medium.jpg","skulduggery","Generic","Generic"
16401,"Peryton Fantasy Roleplaying Game","Christina Lea","Core Rules","Fantasy","Generic","Peryton","","Peryton Publishing",2009,NA,5.37,923,"https://index.rpg.net/display-entry.phtml?mainid=16401","https://www.rpg.net/pictures/cache/picthumb19982-medium.jpg","peryton fantasy","Fantasy","Fantasy"
16402,"Peryton Fantasy Roleplaying Game: Basic Rules","Christina Lea, Tom K. Loney","Core Rules","Fantasy","Generic","Peryton","","Peryton Publishing",2010,NA,NA,2020,"https://index.rpg.net/display-entry.phtml?mainid=16402","https://www.rpg.net/pictures/cache/picthumb19983-medium.jpg","peryton","Fantasy","Fantasy"
16405,"Chthonian Stars","Christopher Dorn, Fras, Robert Glass, Matthew Grau","Core Rules","Science Fiction / Horror","Traveller","Traveller / Mongoose","","Mongoose Publishing",2010,NA,5.1,1191,"https://index.rpg.net/display-entry.phtml?mainid=16405","https://www.rpg.net/pictures/show-pic.phtml?picid=25745","chthonian stars","Science Fiction","Horror"
16416,"Régime Diabolique: Player's Guide","Paul ""Wiggy"" Wade-Williams","Core Rules","Fantasy / Historical","Régime Diabolique","Ubiquity","","Triple Ace Games",2010,NA,NA,1962,"https://index.rpg.net/display-entry.phtml?mainid=16416","https://www.rpg.net/pictures/cache/picthumb20012-medium.jpg","r?gime diabolique","Fantasy","Historical"
16424,"Hellas: Quick Start Rules","Mike Fiegel, Jerry D. Grayson","Core Rules","Fantasy / Space","Hellas","Omni System","","Khepera Publishing",2008,NA,NA,2016,"https://index.rpg.net/display-entry.phtml?mainid=16424","https://www.rpg.net/pictures/cache/picthumb20019-medium.jpg","hellas quick start rules","Fantasy","Space"
16427,"Tombs & Terrors: Old School Fantasy Role Playing","Simon Washbourne","Core Rules","Fantasy","Generic",NA,"",NA,NA,2,NA,1448,"https://index.rpg.net/display-entry.phtml?mainid=16427","https://www.rpg.net/pictures/cache/picthumb20023-medium.jpg","tombs & terrors","Fantasy","Fantasy"
16431,"Mars Colony","Tim C. Koppang","Core Rules","Science Fiction","Mars Colony","2d6 Push-Your-Luck","Indie RPG, Indie RPG","tck roleplaying",2010,NA,NA,1392,"https://index.rpg.net/display-entry.phtml?mainid=16431","https://www.rpg.net/pictures/cache/picthumb20031-medium.jpg","mars colony","Science Fiction","Science Fiction"
16432,"S/lay w/Me","Ron Edwards","Core Rules","Fantasy / Sword & Sorcery","Generic","S/lay w/Me","Indie RPG, Indie RPG","Adept Press",2009,NA,NA,1503,"https://index.rpg.net/display-entry.phtml?mainid=16432","https://www.rpg.net/pictures/cache/picthumb20028-medium.jpg","s/lay w/me","Fantasy","Sword & Sorcery"
16433,"GHOST/ECHO","John Harper","Core Rules","Science Fiction","Generic","GHOST/ECHO","Golden Geek RPG","Self-published",2009,NA,NA,1432,"https://index.rpg.net/display-entry.phtml?mainid=16433","https://www.rpg.net/pictures/cache/picthumb20029-medium.jpg","ghost echo","Science Fiction","Science Fiction"
1644,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=1644",NA,"soothsayer",NA,NA
16442,"Cipher","Jason Baker, Ben Collins, Carolyn Holmes, Paul E. Holmes","Core Rules","Science Fiction","Modern","Vector System","","Broken Meme gamedesignstudio",2010,NA,NA,1763,"https://index.rpg.net/display-entry.phtml?mainid=16442","https://www.rpg.net/pictures/cache/picthumb20041-medium.jpg","cipher","Science Fiction","Science Fiction"
16452,"Silvervine Games Core Rulebook & Cyrus WorldBook","John Acadian","Core Rules","Fantasy","Cyrus",NA,"",NA,NA,2,5.15,1141,"https://index.rpg.net/display-entry.phtml?mainid=16452","https://www.rpg.net/pictures/cache/picthumb20051-medium.jpg","silvervine games","Fantasy","Fantasy"
16456,"Outbreak: Undead","Christopher de la Rosa","Core Rules","Post-Apocalypse / Zombie","Generic","Outbreak: Undead","ENnie","Hunters Books and Apparel",2010,NA,4.95,2389,"https://index.rpg.net/display-entry.phtml?mainid=16456","https://www.rpg.net/pictures/cache/picthumb20059-medium.jpg","outbreak","Post-Apocalypse","Zombie"
16466,"StarCluster 3 Light Edition","Albert Bailey, Clash Bowley, Klaxon Bowley, John Snead","Core Rules","Science Fiction / Space Opera","StarCluster","StarCluster 3","","StarCluster 3 Light Edition",NA,NA,NA,1964,"https://index.rpg.net/display-entry.phtml?mainid=16466","https://www.rpg.net/pictures/cache/picthumb20077-medium.jpg","starcluster 3 light edition","Science Fiction","Space Opera"
16467,"Cyberpunk Remix Core Rules","Justin David Margulski","Core Rules","Cyberpunk","Cyberpunk Remix","Fate 3","","Self-published",2010,NA,5.05,1262,"https://index.rpg.net/display-entry.phtml?mainid=16467","https://www.rpg.net/pictures/cache/picthumb20078-medium.jpg","cyberpunk remix core rules","Cyberpunk","Cyberpunk"
16468,"Disgenesia","Aldo Ojeda Campos","Core Rules","Cyberpunk","Mega-Complex","Tropas Galácticas","","Self-published",2010,NA,4.95,2404,"https://index.rpg.net/display-entry.phtml?mainid=16468","https://www.rpg.net/pictures/cache/picthumb20079-medium.jpg","disgenesia","Cyberpunk","Cyberpunk"
1647,"Underground","Ray Winninger","Core Rules","Super Hero","Underground","Underground","Origins Awards","Mayfair Games",1993,NA,6.23,334,"https://index.rpg.net/display-entry.phtml?mainid=1647","https://www.rpg.net/pictures/cache/picthumb6681-medium.jpg","underground","Super Hero","Super Hero"
16470,"Naked FUBAR / FUBAR Microlite","Michael Wenman","Core Rules","Cyberpunk","Generic","SNAFU System","","Vulpinoid Studios",2010,NA,NA,1943,"https://index.rpg.net/display-entry.phtml?mainid=16470","https://www.rpg.net/pictures/cache/picthumb20080-medium.jpg","naked fubar fubar microlite","Cyberpunk","Cyberpunk"
16471,"Ghettopocalypse","Johnathan Janssen, Otis Johnson","Core Rules","Cyberpunk","Ghettopocalypse","X6 Game System","","Echelon St. Games",2010,NA,4.95,2402,"https://index.rpg.net/display-entry.phtml?mainid=16471","https://www.rpg.net/pictures/cache/picthumb20082-medium.jpg","ghettopocalypse","Cyberpunk","Cyberpunk"
16472,"Last Res0rt","Rachel Keslensky","Core Rules","Science Fantasy","Terth","Last Res0rt","","Self-published",2010,NA,4.84,2448,"https://index.rpg.net/display-entry.phtml?mainid=16472","https://www.rpg.net/pictures/cache/picthumb20083-medium.jpg","last res0rt","Science Fantasy","Science Fantasy"
16473,"Metropole Luxury Coffin","Graham MacLean","Core Rules","Cyberpunk","Metropole Luxury Coffin","Metropole Luxury Coffin","1KM1KT","Self-published",2010,NA,5.11,1173,"https://index.rpg.net/display-entry.phtml?mainid=16473","https://www.rpg.net/pictures/cache/picthumb20084-medium.jpg","metropole luxury coffin","Cyberpunk","Cyberpunk"
16474,"Nanopunk","Kris Green","Core Rules","Cyberpunk","Nanopunk","Fate 3","","Self-published",2010,NA,5.05,1265,"https://index.rpg.net/display-entry.phtml?mainid=16474","https://www.rpg.net/pictures/cache/picthumb20085-medium.jpg","nanopunk","Cyberpunk","Cyberpunk"
16475,"Technogrammaton","Andrew Peregrine","Core Rules","Cyberpunk","Technogrammaton","Fate 3","","Self-published",2010,NA,4.89,2431,"https://index.rpg.net/display-entry.phtml?mainid=16475","https://www.rpg.net/pictures/cache/picthumb20086-medium.jpg","technogrammaton","Cyberpunk","Cyberpunk"
16477,"Play Extempore","Paul Budra","Core Rules","Drama","Ancient Greece and Rome","Play Extempore","","Self-published, Canada",2010,NA,NA,1597,"https://index.rpg.net/display-entry.phtml?mainid=16477","https://www.rpg.net/pictures/cache/picthumb20098-medium.jpg","play extempore","Drama","Drama"
1648,"The Whispering Vault","Mike Nystul","Core Rules","Horror","The Whispering Vault",NA,"",NA,NA,3,5.83,557,"https://index.rpg.net/display-entry.phtml?mainid=1648","https://www.rpg.net/pictures/cache/picthumb28140-medium.jpg","whispering vault","Horror","Horror"
16486,"Eoris Essence: The Third Contact","Uncredited","Core Rules","Fantasy","Eoris",NA,"",NA,NA,2,4.84,2443,"https://index.rpg.net/display-entry.phtml?mainid=16486","https://www.rpg.net/pictures/cache/picthumb20103-medium.jpg","eoris essence the third contact","Fantasy","Fantasy"
16487,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,5.23,NA,"https://index.rpg.net/display-entry.phtml?mainid=16487","https://www.rpg.net/pictures/show-pic.phtml?picid=29202","eoris essence",NA,NA
16489,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=16489",NA,NA,NA,NA
16494,"Desolation: Journeys, Before & After","Jamie Gooch, Stephen Herron, Matthew Somers","Core Rules","Fantasy / Post-Apocalyptic","Scondera","Ubiquity","","Greymalkin Designs",2010,NA,NA,1827,"https://index.rpg.net/display-entry.phtml?mainid=16494","https://www.rpg.net/pictures/cache/picthumb20108-medium.jpg","desolation journeys before after","Fantasy","Post-Apocalyptic"
16496,"Desolation: Survivor's Kit","Jamie Gooch, Stephen Herron, Matthew Somers","Core Rules","Fantasy / Post-Apocalyptic","Scondera","Ubiquity","","Greymalkin Designs",2009,NA,5.74,634,"https://index.rpg.net/display-entry.phtml?mainid=16496","https://www.rpg.net/pictures/cache/picthumb24688-medium.jpg","desolation survivor s kit","Fantasy","Post-Apocalyptic"
16497,"Desolation: Gamemaster's Kit","Jamie Gooch, Stephen Herron, Matthew Somers","Core Rules","Fantasy / Post-Apocalyptic","Scondera","Ubiquity","","Greymalkin Designs",2010,NA,5.45,873,"https://index.rpg.net/display-entry.phtml?mainid=16497","https://www.rpg.net/pictures/show-pic.phtml?picid=29200","desolation gamemaster s kit","Fantasy","Post-Apocalyptic"
16498,"Suzerain Player's Guide","Zach Welhouse","Core Rules","Generic","Suzerain","Savage Worlds 2","","Savage Mojo",2009,NA,NA,2041,"https://index.rpg.net/display-entry.phtml?mainid=16498","https://www.rpg.net/pictures/cache/picthumb20109-medium.jpg","suzerain player s guide","Generic","Generic"
165,"Kult","Terry K. Amthor, Jason Fryer, Nils Gullikson, Gunilla Jonsson, Stefan Ljungqvist, Michael Petersen","Core Rules","Horror","Kult",NA,"",NA,NA,3,7.45,26,"https://index.rpg.net/display-entry.phtml?mainid=165","https://www.rpg.net/pictures/cache/picthumb79-medium.jpg","kult","Horror","Horror"
1654,"EABA","Greg Porter","Core Rules","Generic","Generic",NA,"",NA,NA,2,6.69,167,"https://index.rpg.net/display-entry.phtml?mainid=1654","https://www.rpg.net/pictures/cache/picthumb18542-medium.jpg","eaba","Generic","Generic"
16540,"Umläut: Game of Metal","Rich Stokes","Core Rules","Rock and Roll","Modern","Umläut","Indie RPG, Indie RPG","Lord of the Pies",2010,NA,NA,1791,"https://index.rpg.net/display-entry.phtml?mainid=16540","https://www.rpg.net/pictures/cache/picthumb20153-medium.jpg","uml?ut","Rock and Roll","Rock and Roll"
16559,"Killer Thriller","Tony Lee","Core Rules","Comedy / Horror","Generic","Killer Thriller","","Timeout Diversions",2010,NA,5.71,651,"https://index.rpg.net/display-entry.phtml?mainid=16559","https://www.rpg.net/pictures/cache/picthumb20290-medium.jpg","killer thriller","Comedy","Horror"
1656,"Discworld Roleplaying Game First Edition","Phil Masters, Terry Pratchett","Core Rules","Fantasy / Humor","Discworld",NA,"","Discworld Roleplaying Game First Edition",NA,2,7.1,84,"https://index.rpg.net/display-entry.phtml?mainid=1656","https://www.rpg.net/pictures/cache/picthumb328-medium.jpg","discworld","Fantasy","Humor"
16567,"Stellar Horizons","Patrick Hughes, Lee Madison","Core Rules","Science Fiction","Stellar Horizons","Valkyrie d% 1.5","","Valkyrie Games",1996,NA,NA,1780,"https://index.rpg.net/display-entry.phtml?mainid=16567","https://www.rpg.net/pictures/cache/picthumb20225-medium.jpg","stellar horizons","Science Fiction","Science Fiction"
1658,"Morpheus","Devin Durham","Core Rules","Science Fantasy","Near Future","Morpheus","","Rapport Games",1990,NA,NA,1478,"https://index.rpg.net/display-entry.phtml?mainid=1658","https://www.rpg.net/pictures/cache/picthumb12936-medium.jpg","morpheus","Science Fantasy","Science Fantasy"
16587,"Pangenre RPG Core Rules","Ronald G. Moore, Frederick Noble, John D. Powers","Core Rules","Generic","Generic",NA,"",NA,NA,2,NA,1548,"https://index.rpg.net/display-entry.phtml?mainid=16587","https://www.rpg.net/pictures/cache/picthumb20235-medium.jpg","pangenre","Generic","Generic"
16593,"Leverage: The Roleplaying Game","Cam Banks, Rob Donoghue, Matt Forbeck, Laura Anne Gilman, Ryan Macklin, Clark Valentine","Core Rules","Action / Crime","2000s","Leverage","","Margaret Weis Productions",2010,NA,7.22,62,"https://index.rpg.net/display-entry.phtml?mainid=16593","https://www.rpg.net/pictures/cache/picthumb20237-medium.jpg","leverage","Action","Crime"
16596,"Squawk Role-Playing Game","Benjamin Galbraith, Seth Galbraith","Core Rules","Science Fiction","Abaddon","Squawk","","Game Arts Guild",2010,NA,5.23,1025,"https://index.rpg.net/display-entry.phtml?mainid=16596","https://www.rpg.net/pictures/cache/picthumb20239-medium.jpg","squawk","Science Fiction","Science Fiction"
16599,"Bean!","J. Freels","Core Rules","Generic","Generic","d2","","Fabled Worlds",2010,NA,NA,1777,"https://index.rpg.net/display-entry.phtml?mainid=16599","https://www.rpg.net/pictures/cache/picthumb20243-medium.jpg","bean","Generic","Generic"
1660,"Engel","Oliver Graute, Oliver Hoffman, Kai Meyer","Core Rules","Post-Apocalypse","Engel","d20 3","","White Wolf Publishing: Sword & Sorcery",2002,NA,5.55,763,"https://index.rpg.net/display-entry.phtml?mainid=1660","https://www.rpg.net/pictures/cache/picthumb2603-medium.jpg","engel","Post-Apocalypse","Post-Apocalypse"
16601,"G-Core","Jay Libby","Core Rules","Super Hero","Generic","G-Core","","Dilly Green Bean Games",2010,NA,NA,1586,"https://index.rpg.net/display-entry.phtml?mainid=16601","https://www.rpg.net/pictures/cache/picthumb20248-medium.jpg","g core","Super Hero","Super Hero"
16605,"Strands of Fate","Mike McConnell","Core Rules","Generic","Generic",NA,"",NA,NA,2,6.06,415,"https://index.rpg.net/display-entry.phtml?mainid=16605","https://www.rpg.net/pictures/cache/picthumb20249-medium.jpg","strands of fate","Generic","Generic"
16606,"Travellers of the Wasteland","Scott W. Roberts","Core Rules","Fantasy","The Wasteland",NA,"",NA,NA,2,NA,1619,"https://index.rpg.net/display-entry.phtml?mainid=16606","https://www.rpg.net/pictures/cache/picthumb20251-medium.jpg","travellers of the wasteland","Fantasy","Fantasy"
16608,"DreamCatcher","Ashok Desai","Core Rules","Dream","The Reverie",NA,"",NA,NA,2,NA,1686,"https://index.rpg.net/display-entry.phtml?mainid=16608","https://www.rpg.net/pictures/cache/picthumb20257-medium.jpg","dreamcatcher","Dream","Dream"
16609,"Liquid Crystal","Ashok Desai","Core Rules","Post-Apocalypse","New Olympus",NA,"",NA,NA,2,NA,1692,"https://index.rpg.net/display-entry.phtml?mainid=16609","https://www.rpg.net/pictures/cache/picthumb20256-medium.jpg","liquid crystal","Post-Apocalypse","Post-Apocalypse"
16610,"DreamCatcher / Liquid Crystal","Ashok Desai","Core Rules","Generic","Generic",NA,"","Sane Studios",2006,NA,NA,1979,"https://index.rpg.net/display-entry.phtml?mainid=16610","https://www.rpg.net/pictures/show-pic.phtml?picid=11333","dreamcatcher liquid crystal","Generic","Generic"
16611,"The Life and Times of a Teenage Sorcerer","Nathan J. Hill","Core Rules","Fantasy / Modern","Modern","Teenager Sorcerer","","Mystic Age Games",2010,NA,NA,2019,"https://index.rpg.net/display-entry.phtml?mainid=16611","https://www.rpg.net/pictures/cache/picthumb20260-medium.jpg","life and times of a teenage sorcerer","Fantasy","Modern"
16621,"Nightmare Worlds","A. L. Kuske","Core Rules","Horror","Earth","Nightmare Worlds","","Maverick Publishing",2010,NA,NA,1679,"https://index.rpg.net/display-entry.phtml?mainid=16621","https://www.rpg.net/pictures/cache/picthumb20270-medium.jpg","nightmare worlds","Horror","Horror"
16626,"Untold",NA,"Core Rules","Generic","Splintered Serenity","Untold","","Wandering Men Studios",2010,NA,6.1,390,"https://index.rpg.net/display-entry.phtml?mainid=16626","https://www.rpg.net/pictures/cache/picthumb20545-medium.jpg","untold","Generic","Generic"
16639,NA,NA,NA,NA,NA,NA,"",NA,NA,2,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=16639",NA,NA,NA,NA
16641,"DIRGE: Dark Modern Fantasy Roleplaying Game","Joshua Kubli","Core Rules","Horror / Action","Modern","DIRGE System","","Imperfekt Gammes",2010,NA,NA,1828,"https://index.rpg.net/display-entry.phtml?mainid=16641","https://www.rpg.net/pictures/cache/picthumb20298-medium.jpg","dirge","Horror","Action"
16645,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=16645",NA,NA,NA,NA
16646,"Pars Fortuna Fantasy RPG: Complete Rules","John Stater","Core Rules","Fantasy","Generic","Pars Fortuna","","Self-published",2010,NA,5.51,838,"https://index.rpg.net/display-entry.phtml?mainid=16646","https://www.rpg.net/pictures/cache/picthumb20308-medium.jpg","pars fortuna fantasy rpg complete rules","Fantasy","Fantasy"
16682,"Continuity","Marc Huete","Core Rules","Science Fiction / Transhuman","Eclipse Phase","Eclipse Phase","ENnie","Posthuman Studios",2010,NA,NA,1667,"https://index.rpg.net/display-entry.phtml?mainid=16682","https://www.rpg.net/pictures/cache/picthumb23362-medium.jpg","continuity","Science Fiction","Transhuman"
16688,"All Outta Bubblegum","Jeffrey Grant, Michael Sullivan","Core Rules","Action","Generic","All Outta Bubblegum","","Self-published",2001,NA,NA,1335,"https://index.rpg.net/display-entry.phtml?mainid=16688","https://www.rpg.net/pictures/cache/picthumb20357-medium.jpg","all outta bubblegum","Action","Action"
16691,"R.A.S.H. Engine Fantasy: Basic Edition","Shawn Houghtaling, Jesse Sikes","Core Rules","Fantasy","Generic","R.A.S.H. Engine","","R.A.S.H. Engine Fantasy: Basic Edition",NA,NA,NA,1863,"https://index.rpg.net/display-entry.phtml?mainid=16691","https://www.rpg.net/pictures/cache/picthumb20361-medium.jpg","r a s h engine fantasy basic edition","Fantasy","Fantasy"
167,"Jadeclaw: Anthropomorphic Fantasy Role-Playing","Chuan Lin","Core Rules","Fantasy / Oriental","Calabria",NA,"Pen & Paper",NA,NA,2,6.2,348,"https://index.rpg.net/display-entry.phtml?mainid=167","https://www.rpg.net/pictures/cache/picthumb54-medium.jpg","jadeclaw","Fantasy","Oriental"
16715,"Stars without Number","Kevin Crawford","Core Rules","Science Fiction","Stars without Number",NA,"ENnie, Indie RPG, Three Castles",NA,NA,5,6.51,225,"https://index.rpg.net/display-entry.phtml?mainid=16715","https://www.rpg.net/pictures/cache/picthumb20388-medium.jpg","stars without number","Science Fiction","Science Fiction"
16722,"@ctiv8","James Desborough","Core Rules","Conspiracy","@ctiv8",NA,"",NA,NA,2,NA,1608,"https://index.rpg.net/display-entry.phtml?mainid=16722","https://www.rpg.net/pictures/cache/picthumb20659-medium.jpg","@ctiv8","Conspiracy","Conspiracy"
16723,"Undiscovered: The Quest for Adventure","Antonio da Rosa, Adam D. Theriault, Phillip Theriault","Core Rules","Fantasy","Arkas","Undiscovered","","Eilfin Publishing",2001,NA,5.71,650,"https://index.rpg.net/display-entry.phtml?mainid=16723","https://www.rpg.net/pictures/cache/picthumb20407-medium.jpg","undiscovered:","Fantasy","Fantasy"
16724,"Unsung",NA,"Core Rules","Modern","Earth",NA,"","Ivanhoe Unbound",2005,NA,5.23,1032,"https://index.rpg.net/display-entry.phtml?mainid=16724","https://www.rpg.net/pictures/cache/picthumb20402-medium.jpg","unsung","Modern","Modern"
16725,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,"https://index.rpg.net/display-entry.phtml?mainid=16725",NA,"objective interim modern combat system",NA,NA
16729,"Phaethos RPG Core Rulebook","Dirk Stanley","Core Rules","Western / Fantasy","Phaethos","Generic / One-Off System","","Simian Circle Games",2009,NA,NA,1993,"https://index.rpg.net/display-entry.phtml?mainid=16729","https://www.rpg.net/pictures/cache/picthumb20412-medium.jpg","phaethos","Western","Fantasy"
16730,"Dark Waters","David E. McGuire, Jason Yarnell","Core Rules","Fantasy / Dark","Kamarathin","HERO 6","","D3 Games",2009,NA,NA,1980,"https://index.rpg.net/display-entry.phtml?mainid=16730","https://www.rpg.net/pictures/cache/picthumb20413-medium.jpg","dark waters","Fantasy","Dark"
16738,"Zombie Death Town","Charlie Fleming","Core Rules","Horror / Zombie","Generic","Generic / One-Off System","","Rarr! I'm A Monster Publishing",2010,NA,NA,1649,"https://index.rpg.net/display-entry.phtml?mainid=16738","https://www.rpg.net/pictures/cache/picthumb20421-medium.jpg","zombie death town","Horror","Zombie"
16744,"Adventures in Oz: Fantasy Roleplaying Beyond the Yellow Brick Road","F. Douglas Wall","Core Rules","Fantasy","Oz","Adventures in Oz","","F. Douglas Wall Publishing",2010,NA,5.37,925,"https://index.rpg.net/display-entry.phtml?mainid=16744","https://www.rpg.net/pictures/cache/picthumb20531-medium.jpg","adventures in oz","Fantasy","Fantasy"
