"Start URL","Titolo","Author","Genre","Setting","EditionInfo","System","Awards","OtherTags"
"http://index.rpg.net/display-entry.phtml?mainid=6015","Twilight 2000","Frank Chadwick, David Nielson, Loren K. Wiseman","Post-Apocalypse","Twilight: 2000","GDW","Twilight: 2000 2.2","Origins Awards (Best Role-Playing Rules, 1984)",""
"http://index.rpg.net/display-entry.phtml?mainid=1702","CyberGeneration","David Ackerman, Edward Bolme, Mike Pondsmith, Karl Wu","Cyberpunk","Cybergeneration","R. Talsorian Games","Interlock 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=1593","AM2: For Faerie, Queen and Country","Karen S. Boomgarden, David ""Zeb"" Cook, Carl Sargent","Fantasy / Historical","Victorian Era","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=1721","AM3: Bughunters","Lester Smith","Science Fiction","Bughunters Universe","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=1572","Pandemonium! Adventures in Tabloid World","Joel M. Kaye, Robin D. Laws, Stephan Michael Sechi","Science Fiction / Humor","Modern","M.I.B. Productions","Pandemonium!","",""
"http://index.rpg.net/display-entry.phtml?mainid=5683","Star Riders","Hans Guévin, Michael Pondsmith","Science Fiction / Humor","Modern","Ianus Publications","TFOS 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=17474","Fate of the Norns","Andrew Valkauskas","Fantasy / Historical","Medieval Europe","Pendelhaven","100% Fantasy","",""
"http://index.rpg.net/display-entry.phtml?mainid=4131","Mutant Chronicles","Paul Beakley, Matt Forbeck, Nils Gulliksson, Fredrik Malmberg, Magnus Seter, Jerker Sojdelius, Michael Stenmark, Henrik Strandberg, Stefan Thulin","Science Fantasy","Mutant Chronicles","Target Games","Mutant Chronicles","",""
"http://index.rpg.net/display-entry.phtml?mainid=1722","AM4: Magitech","Tim Beach","Fantasy / Modern","Modern","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=12165","Darkurthe Legends","Jason Inselman, Wes Johnson, Colin Murcray, Matthew Yarrow","Fantasy / Dark","Generic","Black Dragon Press","Darkurthe Legends","",""
"http://index.rpg.net/display-entry.phtml?mainid=40","WWF Basic Adventure Game","M. David Clark","Pulp","Modern","Whit Publications","Whit System","",""
"http://index.rpg.net/display-entry.phtml?mainid=8415","AM5: The Galactos Barrier","Colin McComb","Science Fiction","The Galactos Barrier","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=9092","Periphery","Gareth-Michael Skarka","Science Fiction","Generic","Epitaph Studios","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=9032","The Codex","Dave Pilurs","Fantasy / Dark","Merdesaur","Storm Publications","Sun & Storm","",""
"http://index.rpg.net/display-entry.phtml?mainid=2174","SuperBabes: The Femforce Role-Playing Game","Marc Schezzini, Cameron Verkaik","Super Hero / Humor","AC Universe","Selex","SuperBabes","",""
"http://index.rpg.net/display-entry.phtml?mainid=7376","Shatterzone","Greg Farshtey, Ed Stark","Science Fiction","Shatterzone","West End Games","Shatterzone 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=813","The Lawnmower Man Virtual Reality Role Playing Game","David McKenzie","Science Fiction","Near Future","Leading Edge Games","The Lawnmower Man","",""
"http://index.rpg.net/display-entry.phtml?mainid=1731","Macross II: The Role-Playing Game","Kevin Siembieda","Anime","Macross","Palladium Books","Macross","",""
"http://index.rpg.net/display-entry.phtml?mainid=8025","Metascape","Brian Mobley, Anthony Pryor, David Webb","Science Fantasy","Guild Space","Gamelords","MetaScape Core","",""
"http://index.rpg.net/display-entry.phtml?mainid=1720","AM1: Amazing Engine System Guide","David ""Zeb"" Cook","Generic","Generic","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=2224","Heroes & Heroines","James E. Freel III","Super Hero","Generic","Excel Marketing","Heroes & Heroines","",""
"http://index.rpg.net/display-entry.phtml?mainid=7624","Webs Basic Gaming System","Keith Bailey","Generic","Generic","Web Games","Web Gaming System 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=1575","The World of Synnibarr","Raven c.s. McCracken, Bryce Thelin","Multigenre","Synnibarr","Wonderworld Press","Synnibarr 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=1965","Legacy: War of Ages","Brandon Blackmoor, Susan Blackmoor","Fantasy / Modern","Near Future","Black Gate Publishing","Legacy: War of the Ages","",""
"http://index.rpg.net/display-entry.phtml?mainid=38","Castle Falkenstein","Mike Pondsmith","Science Fiction / Historical","New Europa Place: Earth, Europe Time: 19th century","R. Talsorian Games","Castle Falkenstein","Origins Awards (Best Role-Playing Rules, 1994)","Other: cards"
"http://index.rpg.net/display-entry.phtml?mainid=712","Nephilim","Fabrice Lamidey, Sam Shirley, Greg Stafford, Frédéric Weil","Fantasy / Modern","Modern","Chaosium","Nephilim 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=2068","Nexus the Infinite City","Bruce Baugh, Ian Brennan, Jose Garcia, Rob Heinsoo, Doug Hulick, Steve Kies, Robin D. Laws, Tim Toner","Multigenre","Nexus the Infinite City","Daedalus Entertainment","Nexus the Infinite City","",""
"http://index.rpg.net/display-entry.phtml?mainid=7429","Street Fighter: The Storytelling Game","Bill Bridges, Phil Brucato, Brian Campbell, Sean Lang, Mike Tinney, Stephan Wieck","Oriental / Martial Arts","Street Fighter","White Wolf Publishing","Street Fighter","",""
"http://index.rpg.net/display-entry.phtml?mainid=1648","The Whispering Vault","Mike Nystul","Horror","The Whispering Vault","Pariah Press","The Whispering Vault 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=14695","Inferno","Gabe Ivan","Fantasy / Horror","Inferno","Death's Edge Games","Inferno","",""
"http://index.rpg.net/display-entry.phtml?mainid=2184","Aria Worlds","Christian Moore, Owen M. Seyler","Fantasy","Generic","Last Unicorn Games","Aria: Canticle of the Monomyth","",""
"http://index.rpg.net/display-entry.phtml?mainid=9091","GateWar","Kenneth Burridge, Robert Finkbeiner, Kevin Nelson, Brian Pettit","Fantasy","Vinya","Escape Ventures","GateWar","",""
"http://index.rpg.net/display-entry.phtml?mainid=9094","Raven Star","A. Siddiqui","Science Fantasy","Raven Star","Raven Star Game Designs","Raven Star","",""
"http://index.rpg.net/display-entry.phtml?mainid=8401","Shattered Dreams","Timothy R. Erickson, Matthew D. Grau","Horror","Generic","Apex Publications","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=8761","Khaotic","Joe Williams, Kathleen Williams","Science Fiction","Generic","Marquee Press","Khaotic","",""
"http://index.rpg.net/display-entry.phtml?mainid=7435","AM6: Once and Future King","Jack Barker","Science Fiction","Far Future","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=5673","Clerics' Sourcebook","Jamie Lewandowski, Frank Lind","Multigenre","The Possibility Wars","West End Games","Torg","",""
"http://index.rpg.net/display-entry.phtml?mainid=9526","Mythus Prime","Gary Gygax, Dave Newton","Fantasy","Ærth","GDW","Dangerous Journeys","",""
"http://index.rpg.net/display-entry.phtml?mainid=1018","Kromosome","Wolfgang H. Baur","Cyberpunk","Kromosome","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=1472","Listen Up, You Primitive Screwheads","Eric Heisserer, Craig Neeley, Mike Pondsmith, Mike Roter, Ross Winn, Charlie Wong, Benjamin Wright","Cyberpunk","Cyberpunk / Main Timeline","R. Talsorian Games","Interlock 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=1946","AM7: Metamorphosis Alpha to Omega","Dale ""Slade"" Henson","Science Fantasy","Starship Warden","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=15937","Furry Outlaws","Lisa Breakey, Bruce Thomas","Animal / Satire","Middle Ages","Furry Games","Halogen","",""
"http://index.rpg.net/display-entry.phtml?mainid=2000","Aria Roleplaying","Christian Moore, Owen M. Seyler","Fantasy","Generic","Last Unicorn Games","Aria: Canticle of the Monomyth","",""
"http://index.rpg.net/display-entry.phtml?mainid=4883","Tales of Gargentihr","Richard Cooper, Alastair Cowan","Fantasy / Steam Punk","Gargentihr","Sanctuary Games, UK","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=4914","MasterBook","Ed Stark","Generic","Generic","West End Games","MasterBook","",""
"http://index.rpg.net/display-entry.phtml?mainid=8222","First Quest","Richard Baker, David ""Zeb"" Cook, Bruce Nesmith","Fantasy","Generic","TSR","AD&D 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=4266","The Pirates of Dark Water","Lee Agosta","Fantasy","Dark Water","Mindgames","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=1723","Tabloid!","David ""Zeb"" Cook","Humor","Modern","TSR","Amazing Engine","",""
"http://index.rpg.net/display-entry.phtml?mainid=4136","Imperial","Matt Forbeck","Science Fantasy","Mutant Chronicles","Target Games","Mutant Chronicles","",""
"http://index.rpg.net/display-entry.phtml?mainid=9617","Fantasy Earth: Basic Rules","Michael C. Zody","Fantasy","Generic","Zody Games","Fantasy Earth","",""
"http://index.rpg.net/display-entry.phtml?mainid=11265","Ultimate Power","Blake Mobley","Fantasy","Generic","Gamelords","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=9540","STOCS lite","Rob Brennan, Eoin Connolly, EricNolan","Modern","2000","Wasteland Games, UK","STOCS lite 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=14608","TED&D: Troy's Enhanced Dungeons & Death","Troy Christensen","Fantasy","Generic","TCI","TED&D","",""
"http://index.rpg.net/display-entry.phtml?mainid=580","Gardásiyal: Deeds of Glory","M.A.R. Barker, Neil R. Cauley","Science Fantasy","Tékumel","Theatre of the Mind Enterprises","Gardásiyal: Deeds of Glory","",""
"http://index.rpg.net/display-entry.phtml?mainid=6161","Don't Look Back","Chuck McGrew","Horror / Humor","Modern","Mind Ventures Games","Don't Look Back","",""
"http://index.rpg.net/display-entry.phtml?mainid=128","Immortal: The Invisible War","Ran Ackels, Rick Don","Fantasy","Modern","Precedence Publishing","Immortal","",""
"http://index.rpg.net/display-entry.phtml?mainid=481","Heavy Gear","Jean Carrières, Gene Marcil, Martin Ouellette, Marc-Alexandre Vézina","Science Fiction","Heavy Gear","Dream Pod 9","Silhouette","",""
"http://index.rpg.net/display-entry.phtml?mainid=1373","Everway","Jonathan Tweet","Fantasy","Everway","Wizards of the Coast","Everway","","Other: cards"
"http://index.rpg.net/display-entry.phtml?mainid=3064","Mekton Zeta","Mike MacDonald, Mike Pondsmith","Mecha","Invasion Terra","R. Talsorian Games","Interlok / Mekton 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=51","CORPS","Greg Porter","Generic","Generic","BTRC","CORPS 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=2897","Nightbane","C.J. Carella","Horror / Action","Near Future","Palladium Books","Nightbane","",""
"http://index.rpg.net/display-entry.phtml?mainid=2558","Spell Law","Terry K. Amthor, S. Coleman Charlton, John W. Curtis III, Peter C. Fenlon Jr., Steve Marvin","Fantasy","Generic","I.C.E.","Rolemaster 3","",""
"http://index.rpg.net/display-entry.phtml?mainid=2777","Murphy's World","David Brown, Kevin Davies","Fantasy / Steam Punk","Generic","Peregrine Press","Weapons and Wonder","",""
"http://index.rpg.net/display-entry.phtml?mainid=1513","Age of Empire","Gareth-Michael Skarka","Pulp","Victorian Era","Epitaph Studios","Age of Empire 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=9599","Throwing Stones Fantasy","Jeff Siadek","Fantasy","Generic","Gamesmiths","Throwing Stones","",""
"http://index.rpg.net/display-entry.phtml?mainid=8251","Frenzy","Gregor Hutton, Anthony Johnston","Action","Generic","Venture Press, UK","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=14616","Lords of Harkanis","David Spencer","Fantasy","Generic","War College Simulations","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=5684","Project A-ko The Roleplaying Game","Jimmy Mah","Anime","Project A-ko Universe","Ianus Publications","Silhouette-A 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=9563","Crossroads","Jason Andrew, Tina Andrew","Fantasy / Modern","Generic","Xanadu Games","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=78","Star Wars: The Roleplaying Game","Greg Farshtey, Peter Schweighofer, Bill Smith, George R. Strayton, Paul Sudlow, Eric S. Trautmann","Science Fiction","Star Wars","West End Games","Star Wars d6 2.5","Origins Awards (Best Role-Playing Rules, 1987) Origins Gamer's Choice Awards (Best Science-Fiction Role-Playing Game, 1988)",""
"http://index.rpg.net/display-entry.phtml?mainid=148","Deadlands","Shane Lacy Hensley","Western","Deadlands / Weird West","Pinnacle","Deadlands","Origins Awards (Best Role-Playing Rules, 1996) Origins Awards (Best Graphic Presentation of a Roleplaying Game, Adventure, or S, 1996) Outie (Best Retread Honorable Mention, 2001)",""
"http://index.rpg.net/display-entry.phtml?mainid=59","Wraith: The Oblivion","Bill Aguiar, Jackie Cassada, Mark Cenczyk, Ben Chessell, Richard E. Dansky, Graeme Davis, Ian Lemke, Steven S. Long, James A. Moore, Joshua Mosquiera, Nicky Rea, Mark Rein•Hagen, Ethan Skemp, Wendy Soss, Cynthia Summers, Richard Watts, Fred Yelk","Horror","World of Darkness / Old","White Wolf Publishing","Wraith: The Oblivion 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=2179","Dragonlance: Fifth Age","William W. Connors, Sue Weinlein Cook","Fantasy","Krynn Time: Age of Despair, Fifth Age","TSR","SAGA / Dragonlance","","Other: cards"
"http://index.rpg.net/display-entry.phtml?mainid=1564","Hong Kong Action Theatre!","Gareth-Michael Skarka","Oriental / HKAC","Generic","Event Horizon Productions","Hong Kong Action Theatre","",""
"http://index.rpg.net/display-entry.phtml?mainid=2282","Bubblegum Crisis","David Ackerman-Gray, Benjamin Wright","Anime","Tokyo","R. Talsorian Games","Fuzion 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=14614","The Legend of Yore","Brennan Taylor","Fantasy","Generic","Visionary Games Design","Legend of Yore","",""
"http://index.rpg.net/display-entry.phtml?mainid=10036","Noir: the Film Noir Role-Playing Game","Jason Inglert, Jack Norris, Curtis Werner","Action / Crime","The City","Archon Gaming","Noir","",""
"http://index.rpg.net/display-entry.phtml?mainid=328","Asylum","Aaron Rosenberg","Post-Apocalypse","Near Future","Clockworks","Asylum 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=3445","The D6 System","George Strayton","Generic","Generic","West End Games","d6 System","",""
"http://index.rpg.net/display-entry.phtml?mainid=6486","Neverworld","Erin Laughlin, Craig Sheeley","Fantasy","Generic","ForEverWorld Books","NeverWorld","",""
"http://index.rpg.net/display-entry.phtml?mainid=1571","Chivalry & Sorcery","Wilf Backhaus, Edward E. Simbalist, G.W. Thompson","Fantasy","Generic","Highlander Designs","Chivalry & Sorcery 3","Origins Awards (Best Ancient Medieval Rules, 1979) Strategists' Club Award (Outstanding Miniatures Rules, 1977)",""
"http://index.rpg.net/display-entry.phtml?mainid=13963","Epiphany","Greg Porter","Fantasy","Hyperborea (Greek)","BTRC","Epiphany","",""
"http://index.rpg.net/display-entry.phtml?mainid=6500","Blood Dawn","Lawrence R. Sims","Science Fantasy","Generic","Optimus Design Systems","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=6487","Infinite Domains","Steve Hemmesch","Generic","Generic","Infinite Concepts","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=18820","Battle Cattle","Aldo Ghiozzi","Fantasy / Animal","Generic","Wingnut Games","Battle Cattle","",""
"http://index.rpg.net/display-entry.phtml?mainid=16024","Dragon Storm Role Playing","Susan Van Camp","Fantasy","Stormlands","Black Dragon Press","Dragon Storm","",""
"http://index.rpg.net/display-entry.phtml?mainid=16567","Stellar Horizons","Patrick Hughes, Lee Madison","Science Fiction","Stellar Horizons","Valkyrie Games","Valkyrie d% 1.5","",""
"http://index.rpg.net/display-entry.phtml?mainid=3520","Fritz Leiber's Lankhmar: The New Adventures of Fafhrd and Gray Mouser","Shane Lacy Hensley, Steve Miller","Fantasy","Nehwon","TSR","AD&D 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=4625","Senzar: Roleplaying For The Next Millenium","the Brüne, Joseph Giacone Jr., Todd King","Fantasy","Middle Ages","Nova Eth Publishing","SenZar","",""
"http://index.rpg.net/display-entry.phtml?mainid=536","Marc Miller's Traveller","Tony Lee, Matt Machtan, Marc W. Miller, Don Perrin, Greg Porter, Ken Whitman","Science Fiction","Traveller Time: Milieu 0","Imperium Games","Traveller 4","",""
"http://index.rpg.net/display-entry.phtml?mainid=107","Over the Edge","Robin D. Laws, Jonathan Tweet","Conspiracy","Al Amarja Place: Earth Time: 1990s, Modern","Atlas Games","Over the Edge 2","","Group: Cut-Ups"
"http://index.rpg.net/display-entry.phtml?mainid=906","Trinity","Justin Achilli, Andrew Bates, Ken Cliffe, Jen clodius, Richard E. Dansky, Greg Fountain, Ashwath Ganesan, Robert Hatch, Dawn Kahan, James Kiley, Robert Scott Martin, Chris McDonough, Judith A. McLaughlin, Ethan Skemp, Jonathan Woodward, Fred Yelk, Alison Young","Science Fiction","Trinityverse","White Wolf Publishing","Storyteller System: Trinityverse","",""
"http://index.rpg.net/display-entry.phtml?mainid=334","Usagi Yojimbo Roleplaying Game","Greg Stolze","Oriental","Feudal Japan","Gold Rush Games","Fuzion 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=2939","Waste World","Bill King","Post-Apocalypse","Avernus","Manticore Productions","Waste World","",""
"http://index.rpg.net/display-entry.phtml?mainid=241","In Nomine","Derek Pearcy","Fantasy / Modern","Modern","Steve Jackson Games","In Nomine","Origins Awards (Best Graphic Presentation of a Roleplaying Game, Adventure, or S, 1997)",""
"http://index.rpg.net/display-entry.phtml?mainid=8584","The Pocket Warrior","Guy McLimore, Greg Poehlein","Fantasy","Generic","Plaid Rabbit Productions","Pocket Fantasy","",""
"http://index.rpg.net/display-entry.phtml?mainid=10913","Vampire: The Masquerade Introductory Kit","Steven Brown, Andrew Greenberg, Chris McDonough, Mark Rein•Hagen, Lisa Stevens, Joshua Gabriel Timbrook, Stewart Weick","Horror","World of Darkness / Old","White Wolf Publishing","Vampire: The Masquerade 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=1441","Frontier Secrets / Storytellers Screen","Phil Brucato, Richard E. Dansky, Robert Hatch, Ian Lemke","Horror / Western","19th century","White Wolf Publishing","Werewolf: The Wild West","",""
"http://index.rpg.net/display-entry.phtml?mainid=4748","Extreme Vengeance","Tony Lee, Steve Miller","Action","Generic","Archangel Entertainment","","",""
"http://index.rpg.net/display-entry.phtml?mainid=340","Zero","Lester Smith, Steve Stone","Science Fiction","Far Future","Archangel Entertainment","Zero","",""
"http://index.rpg.net/display-entry.phtml?mainid=5119","Stuper Powers","Ryan Dunlavey, Steve Ellis, Jamal Igle, Carson Jones, Fred Van Lente, Stew Noack, Lauren Rabinowitz, Alan H. Zatkow","Super Hero","Earth","Wingnut Games","Rock, Paper, Scissors","",""
"http://index.rpg.net/display-entry.phtml?mainid=951","The Babylon Project","Joseph Cochran","Science Fiction","Babylon 5","Chameleon Eclectic Entertainment","The Babylon Project","",""
"http://index.rpg.net/display-entry.phtml?mainid=3733","The 23rd Letter","John Fleming, Colin Johnston, Matt Johnston, Mark Lamki, Lesley McLarnon, Eamon Watters","Science Fiction","Generic","Crucible Design","The 23rd Letter 2","",""
"http://index.rpg.net/display-entry.phtml?mainid=13712","Tinker's Damn","Luke Baldwin, Becky Driver, Andrew LaRoy","Anime","Generic","Studio Cranium","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=314","Spookshow","Aaron Rosenberg","Horror","Modern","Clockworks","Spookshow 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=10579","The Power","Quentin Blasingame, Fulvio Ciano, James Gadbois, Steven Lane, Hugh Adam Simpson","Conspiracy","Modern","Nexus Transmedia","","",""
"http://index.rpg.net/display-entry.phtml?mainid=5142","Fuzion","None listed","Generic","Generic","Fuzion Labs Group","Fuzion 4","",""
"http://index.rpg.net/display-entry.phtml?mainid=5194","Providence: Main Rule Book","Richard Binek, Nicolas Jequier, Jeff Mackintosh, Michael Scott, Lucien Soulban","Fantasy / Super Hero","Providence","XID Creative","Creative System","",""
"http://index.rpg.net/display-entry.phtml?mainid=1437","Werewolf: The Wild West","Justin Achilli, Mark Angeli, Phil Brucato, Tim Byrd, Jackie Cassada, Ben Chessell, Richard Dansky, Ed Hall, Robert Hatch, Harry Heckel, Heather Heckel, Ian Lemke, Ed McKeogh, James A. Moore, Nicky Rea, Ethan Skemp, Fred Yelk","Horror / Western","19th century","White Wolf Publishing","Werewolf: The Wild West","",""
"http://index.rpg.net/display-entry.phtml?mainid=4912","Men in Black","George Strayton, Nikola Vrtis","Science Fiction / Humor","Modern","West End Games","Men in Black d6","",""
"http://index.rpg.net/display-entry.phtml?mainid=7289","Taiga","Ville Vuorela","Post-Apocalypse","Taiga","Burger Games, UK","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=1644","Soothsayer: The Player's Guide","sjb","Generic","Generic","Critical Mass Studios","Soothsayer 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=8310","Dark Realms","Ryan S. Johnson, John L. Ross","Fantasy / Dark","Dark Realms","Guild of Blades Publishing","Dark Realms","",""
"http://index.rpg.net/display-entry.phtml?mainid=5157","Paradigm Shift","Greg Poehlein","Fantasy","Generic","Crunchy Frog Enterprises","Paradigm Shift","",""
"http://index.rpg.net/display-entry.phtml?mainid=53","Unknown Armies","Greg Stolze, John Tynes","Horror","Unknown Armies Time: 1990s","Atlas Games","Unknown Armies","ENnie (Gold for Best Non-Open Gaming Product, 2003) Diana Jones (Nominee for Excellence in Gaming, 2003) Outie (Best Retread, 2002) Pen & Paper (RPG Hall of Fame, 2004) Grog d'Or (Best RPG Nominee, 2005) Grog d'Or (Best RPG Nominee, 2002)",""
"http://index.rpg.net/display-entry.phtml?mainid=909","Tribe 8","Joshua Mosqueira Asheim, Phillipe R. Boulle, Stephane Brochu","Post-Apocalypse","Tribe 8","Dream Pod 9","Silhouette 2","Grog d'Or (Best RPG Nominee, 2004)",""
"http://index.rpg.net/display-entry.phtml?mainid=163","The Extraordinary Adventures of Baron Munchausen","Michael Cule, Baron Munchausen, Derek Pearcy, James Wallis","Fantasy / Historical","18th century Europe","Hogshead Publishing","Baron Munchausen","ENnie (Nominee for Best Writing, 2009) Origins Awards (Best Family or Party Game, 2009) ENnie (Nominee for Best Writing, 2009) ENnie (Nominee for Best New RPG, 1999)",""
"http://index.rpg.net/display-entry.phtml?mainid=557","Star Trek: The Next Generation","Edward Bolme, Bill Bridges, James Cambias, Andrew Greenberg, Harry Heckel, Kenneth Hite, Ross A. Isaacs, Robin D. Laws, Steven S. Long, Christian Moore, Tim O'Brien, Chris Pramas, John Snead, Greg Stolze","Science Fiction","Star Trek","Last Unicorn Games","ICON","Origins Awards (Best Role-Playing Game, 1998)",""
"http://index.rpg.net/display-entry.phtml?mainid=1656","The Discworld Roleplaying Game","Phil Masters, Terry Pratchett","Fantasy / Humor","Discworld","Steve Jackson Games","GURPS 3","",""
"http://index.rpg.net/display-entry.phtml?mainid=795","Mage: The Sorcerers Crusade","Phil Brucato, Richard Dansky, Kenneth Hite, Deena McKinney","Fantasy / Historical","World of Darkness / Old","White Wolf Publishing","Mage: The Sorcerers Crusade","",""
"http://index.rpg.net/display-entry.phtml?mainid=1588","The Sailor Moon Role-Playing Game and Resource Book","Mark C. MacKinnon","Anime","Sailor Moon","Guardians of Order","Tri-Stat","",""
"http://index.rpg.net/display-entry.phtml?mainid=2594","QAGS","Leighton Connor, Steve Johnson","Generic","Generic","Hex Games","QAGS","Ogre (Oggie) (Most Baffling Rule/Mechanic/Quote of the Year Silver, 2011)",""
"http://index.rpg.net/display-entry.phtml?mainid=3693","Marvel SAGA","Mike Selinker","Super Hero","Marvel Universe","TSR","SAGA / Marvel","","Other: cards"
"http://index.rpg.net/display-entry.phtml?mainid=14572","Orbit","Jeff Diamond","Science Fiction / Humor","Orbit","6-0 Games","Orbit","",""
"http://index.rpg.net/display-entry.phtml?mainid=917","Alternity Player's Handbook","Richard Baker, Bill Slavicsek","Science Fiction","Generic","TSR","Alternity","Chesley (Best Gaming-Related Illustration Nominee, 1999)",""
"http://index.rpg.net/display-entry.phtml?mainid=10552","The Everlasting: Book of the Spirits","Steven Brown","Fantasy / Modern","Modern","Visionary Entertainment Studio","Everlasting","",""
"http://index.rpg.net/display-entry.phtml?mainid=2194","Gemini","Stefan Ljungqvist, Johan Sjöberg","Fantasy","Gemini","Cell Entertainment","Gemini","",""
"http://index.rpg.net/display-entry.phtml?mainid=7193","Run Out the Guns! Adventure Kit","Jason O. Hawkins, Todd McGovern","Pulp / Swashbuckling","1600s-1700s Caribbean","I.C.E.","Rolemaster 3","",""
"http://index.rpg.net/display-entry.phtml?mainid=7940","Magic Frontiers","Brian D. Wyant, Eric Wyant","Fantasy / Space","Generic","Event Horizon Publications","","",""
"http://index.rpg.net/display-entry.phtml?mainid=9133","Swashbuckler","Jim Dietz","Historical","17th century Europe","Jolly Roger Games","Epic Adventure System","",""
"http://index.rpg.net/display-entry.phtml?mainid=6396","Blood of Heroes","Ray Hedman, Joshua Marquart, Tony Oliveira","Super Hero","Blood of Heroes","Pulsar Games","Blood of Heroes","",""
"http://index.rpg.net/display-entry.phtml?mainid=13150","SORD: The System of Role Development","Scott J. Compton","Generic","Generic","Fractal Dimensions","SORD 6","",""
"http://index.rpg.net/display-entry.phtml?mainid=9120","Hercules & Xena Roleplaying Game","George Strayton","Fantasy","Hercules/Xena","West End Games","d6 Legend","",""
"http://index.rpg.net/display-entry.phtml?mainid=8452","The Future's Edge","Bill Slavicsek","Fantasy","Generic","TSR","Alternity","",""
"http://index.rpg.net/display-entry.phtml?mainid=5235","AIF","Clayton Castle, Dave Littley","Science Fiction","Generic","NastiDyne","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=14352","Qadardalikoi","M.A.R. Barker, Jeff Barry","Fantasy","Tékumel","Tita's House of Games","Miniatures / One-Off","",""
"http://index.rpg.net/display-entry.phtml?mainid=11615","Revelation","James Taylor Jr., Jason Knizley","Fantasy / Modern","Modern","Happy Nebula Adventures","Happy Nebula System","",""
"http://index.rpg.net/display-entry.phtml?mainid=2490","Darktown: The Apocalyptic Cycle","Roger McReynolds, Ben Reading","Modern","Modern","Gold Rush Games","Darktown","",""
"http://index.rpg.net/display-entry.phtml?mainid=7085","Forge: Out of Chaos","Mark Kibbe, Mike Kibbe, Paul Kibbe","Fantasy","Juravia","Basement Games Unlimited","Generic / One-Off System 0","",""
"http://index.rpg.net/display-entry.phtml?mainid=143","Feng Shui: Action Movie Roleplaying","Robin D. Laws","Oriental / HKAC","The Secret War","Atlas Games","Feng Shui 2","Grog d'Or (Best RPG Nominee, 2001)",""
"http://index.rpg.net/display-entry.phtml?mainid=325","Fading Suns","Bill Bridges, Andrew Greenberg","Science Fiction","Fading Suns","Holistic Design","Fading Suns 2","Grog d'Or (Best RPG Nominee, 2002)",""
"http://index.rpg.net/display-entry.phtml?mainid=1553","Puppetland: A Storytelling Game with Strings in a Grim World of Make-believe","John Tynes","Fantasy / Horror","Generic","Hogshead Publishing","Generic / One-Off System","",""
"http://index.rpg.net/display-entry.phtml?mainid=360","Aberrant","Justin Achilli, Andrew Bates, Robert Hatch, Sheri M. Johnson, Steven S. Long, Mark Moore, Ethan Skemp, Fred Yelk","Super Hero","Trinityverse","White Wolf Publishing","Storyteller System: Trinityverse","",""
